dgns_cd,description,hccesrdv21,hcc22,hccrxv05,hccesrd,hcc,hccrx,fyear
I231,Atrial septal defect as current complication following acute myocardial infarction,87,87,188,Yes,Yes,Yes,2018
I232,Ventricular septal defect as current complication following acute myocardial infarction,87,87,188,Yes,Yes,Yes,2018
I233,Rupture of cardiac wall without hemopericardium as current complication following acute myocardial infarction,87,87,188,Yes,Yes,Yes,2018
I234,Rupture of chordae tendineae as current complication following acute myocardial infarction,86,86,188,Yes,Yes,Yes,2018
I235,Rupture of papillary muscle as current complication following acute myocardial infarction,86,86,188,Yes,Yes,Yes,2018
I236,"Thrombosis of atrium, auricular appendage, and ventricle as current complications following acute myocardial infarction",87,87,188,Yes,Yes,Yes,2018
I237,Postinfarction angina,87,87,188,Yes,Yes,Yes,2018
I238,Other current complications following acute myocardial infarction,87,87,188,Yes,Yes,Yes,2018
I240,Acute coronary thrombosis not resulting in myocardial infarction,87,87,188,Yes,Yes,Yes,2018
I241,Dressler's syndrome,87,87,188,Yes,Yes,Yes,2018
I248,Other forms of acute ischemic heart disease,87,87,188,Yes,Yes,Yes,2018
I249,"Acute ischemic heart disease, unspecified",87,87,188,Yes,Yes,Yes,2018
I2510,Atherosclerotic heart disease of native coronary artery without angina pectoris,,,188,No,No,Yes,2018
I25110,Atherosclerotic heart disease of native coronary artery with unstable angina pectoris,87,87,188,Yes,Yes,Yes,2018
I25111,Atherosclerotic heart disease of native coronary artery with angina pectoris with documented spasm,88,88,188,Yes,Yes,Yes,2018
I25118,Atherosclerotic heart disease of native coronary artery with other forms of angina pectoris,88,88,188,Yes,Yes,Yes,2018
I25119,Atherosclerotic heart disease of native coronary artery with unspecified angina pectoris,88,88,188,Yes,Yes,Yes,2018
I252,Old myocardial infarction,,,188,No,No,Yes,2018
I253,Aneurysm of heart,,,188,No,No,Yes,2018
I2541,Coronary artery aneurysm,,,188,No,No,Yes,2018
I2542,Coronary artery dissection,,,188,No,No,Yes,2018
I255,Ischemic cardiomyopathy,,,188,No,No,Yes,2018
I256,Silent myocardial ischemia,,,188,No,No,Yes,2018
I25700,"Atherosclerosis of coronary artery bypass graft(s), unspecified, with unstable angina pectoris",87,87,188,Yes,Yes,Yes,2018
I25701,"Atherosclerosis of coronary artery bypass graft(s), unspecified, with angina pectoris with documented spasm",88,88,188,Yes,Yes,Yes,2018
I25708,"Atherosclerosis of coronary artery bypass graft(s), unspecified, with other forms of angina pectoris",88,88,188,Yes,Yes,Yes,2018
I25709,"Atherosclerosis of coronary artery bypass graft(s), unspecified, with unspecified angina pectoris",88,88,188,Yes,Yes,Yes,2018
I25710,Atherosclerosis of autologous vein coronary artery bypass graft(s) with unstable angina pectoris,87,87,188,Yes,Yes,Yes,2018
I25711,Atherosclerosis of autologous vein coronary artery bypass graft(s) with angina pectoris with documented spasm,88,88,188,Yes,Yes,Yes,2018
I25718,Atherosclerosis of autologous vein coronary artery bypass graft(s) with other forms of angina pectoris,88,88,188,Yes,Yes,Yes,2018
I25719,Atherosclerosis of autologous vein coronary artery bypass graft(s) with unspecified angina pectoris,88,88,188,Yes,Yes,Yes,2018
I25720,Atherosclerosis of autologous artery coronary artery bypass graft(s) with unstable angina pectoris,87,87,188,Yes,Yes,Yes,2018
I25721,Atherosclerosis of autologous artery coronary artery bypass graft(s) with angina pectoris with documented spasm,88,88,188,Yes,Yes,Yes,2018
I25728,Atherosclerosis of autologous artery coronary artery bypass graft(s) with other forms of angina pectoris,88,88,188,Yes,Yes,Yes,2018
I25729,Atherosclerosis of autologous artery coronary artery bypass graft(s) with unspecified angina pectoris,88,88,188,Yes,Yes,Yes,2018
I25730,Atherosclerosis of nonautologous biological coronary artery bypass graft(s) with unstable angina pectoris,87,87,188,Yes,Yes,Yes,2018
I25731,Atherosclerosis of nonautologous biological coronary artery bypass graft(s) with angina pectoris with documented spasm,88,88,188,Yes,Yes,Yes,2018
I25738,Atherosclerosis of nonautologous biological coronary artery bypass graft(s) with other forms of angina pectoris,88,88,188,Yes,Yes,Yes,2018
I25739,Atherosclerosis of nonautologous biological coronary artery bypass graft(s) with unspecified angina pectoris,88,88,188,Yes,Yes,Yes,2018
I25750,Atherosclerosis of native coronary artery of transplanted heart with unstable angina,87,87,188,Yes,Yes,Yes,2018
I25751,Atherosclerosis of native coronary artery of transplanted heart with angina pectoris with documented spasm,88,88,188,Yes,Yes,Yes,2018
I25758,Atherosclerosis of native coronary artery of transplanted heart with other forms of angina pectoris,88,88,188,Yes,Yes,Yes,2018
I25759,Atherosclerosis of native coronary artery of transplanted heart with unspecified angina pectoris,88,88,188,Yes,Yes,Yes,2018
I25760,Atherosclerosis of bypass graft of coronary artery of transplanted heart with unstable angina,87,87,188,Yes,Yes,Yes,2018
I25761,Atherosclerosis of bypass graft of coronary artery of transplanted heart with angina pectoris with documented spasm,88,88,188,Yes,Yes,Yes,2018
I25768,Atherosclerosis of bypass graft of coronary artery of transplanted heart with other forms of angina pectoris,88,88,188,Yes,Yes,Yes,2018
I25769,Atherosclerosis of bypass graft of coronary artery of transplanted heart with unspecified angina pectoris,88,88,188,Yes,Yes,Yes,2018
I25790,Atherosclerosis of other coronary artery bypass graft(s) with unstable angina pectoris,87,87,188,Yes,Yes,Yes,2018
I25791,Atherosclerosis of other coronary artery bypass graft(s) with angina pectoris with documented spasm,88,88,188,Yes,Yes,Yes,2018
I25798,Atherosclerosis of other coronary artery bypass graft(s) with other forms of angina pectoris,88,88,188,Yes,Yes,Yes,2018
I25799,Atherosclerosis of other coronary artery bypass graft(s) with unspecified angina pectoris,88,88,188,Yes,Yes,Yes,2018
I25810,Atherosclerosis of coronary artery bypass graft(s) without angina pectoris,,,188,No,No,Yes,2018
I25811,Atherosclerosis of native coronary artery of transplanted heart without angina pectoris,,,188,No,No,Yes,2018
I25812,Atherosclerosis of bypass graft of coronary artery of transplanted heart without angina pectoris,,,188,No,No,Yes,2018
I2582,Chronic total occlusion of coronary artery,,,188,No,No,Yes,2018
I2583,Coronary atherosclerosis due to lipid rich plaque,,,188,No,No,Yes,2018
I2584,Coronary atherosclerosis due to calcified coronary lesion,,,188,No,No,Yes,2018
I2589,Other forms of chronic ischemic heart disease,,,188,No,No,Yes,2018
I259,"Chronic ischemic heart disease, unspecified",,,188,No,No,Yes,2018
I2601,Septic pulmonary embolism with acute cor pulmonale,85,85,186,Yes,Yes,Yes,2018
I2601,Septic pulmonary embolism with acute cor pulmonale,107,107,215,Yes,Yes,Yes,2018
I2602,Saddle embolus of pulmonary artery with acute cor pulmonale,85,85,186,Yes,Yes,Yes,2018
I2602,Saddle embolus of pulmonary artery with acute cor pulmonale,107,107,215,Yes,Yes,Yes,2018
I2609,Other pulmonary embolism with acute cor pulmonale,85,85,186,Yes,Yes,Yes,2018
I2609,Other pulmonary embolism with acute cor pulmonale,107,107,215,Yes,Yes,Yes,2018
I2690,Septic pulmonary embolism without acute cor pulmonale,107,107,215,Yes,Yes,Yes,2018
I2692,Saddle embolus of pulmonary artery without acute cor pulmonale,107,107,215,Yes,Yes,Yes,2018
I2699,Other pulmonary embolism without acute cor pulmonale,107,107,215,Yes,Yes,Yes,2018
I270,Primary pulmonary hypertension,85,85,185,Yes,Yes,Yes,2018
I271,Kyphoscoliotic heart disease,85,85,186,Yes,Yes,Yes,2018
I272,Other secondary pulmonary hypertension,85,85,186,Yes,Yes,Yes,2018
I2720,"Pulmonary hypertension, unspecified",85,85,186,Yes,Yes,Yes,2018
I2721,Secondary pulmonary arterial hypertension,85,85,186,Yes,Yes,Yes,2018
I2722,Pulmonary hypertension due to left heart disease,85,85,186,Yes,Yes,Yes,2018
I2723,Pulmonary hypertension due to lung diseases and hypoxia,85,85,186,Yes,Yes,Yes,2018
I2724,Chronic thromboembolic pulmonary hypertension,85,85,186,Yes,Yes,Yes,2018
I2729,Other secondary pulmonary hypertension,85,85,186,Yes,Yes,Yes,2018
I2781,Cor pulmonale (chronic),85,85,186,Yes,Yes,Yes,2018
I2782,Chronic pulmonary embolism,107,107,215,Yes,Yes,Yes,2018
I2783,Eisenmenger's syndrome,85,85,185,Yes,Yes,Yes,2018
I2789,Other specified pulmonary heart diseases,85,85,186,Yes,Yes,Yes,2018
I279,"Pulmonary heart disease, unspecified",85,85,186,Yes,Yes,Yes,2018
I280,Arteriovenous fistula of pulmonary vessels,85,85,186,Yes,Yes,Yes,2018
I281,Aneurysm of pulmonary artery,85,85,186,Yes,Yes,Yes,2018
I288,Other diseases of pulmonary vessels,85,85,186,Yes,Yes,Yes,2018
I289,"Disease of pulmonary vessels, unspecified",85,85,186,Yes,Yes,Yes,2018
I420,Dilated cardiomyopathy,85,85,186,Yes,Yes,Yes,2018
I421,Obstructive hypertrophic cardiomyopathy,85,85,186,Yes,Yes,Yes,2018
I422,Other hypertrophic cardiomyopathy,85,85,186,Yes,Yes,Yes,2018
I423,Endomyocardial (eosinophilic) disease,85,85,186,Yes,Yes,Yes,2018
I424,Endocardial fibroelastosis,85,85,186,Yes,Yes,Yes,2018
I425,Other restrictive cardiomyopathy,85,85,186,Yes,Yes,Yes,2018
I426,Alcoholic cardiomyopathy,85,85,186,Yes,Yes,Yes,2018
I427,Cardiomyopathy due to drug and external agent,85,85,186,Yes,Yes,Yes,2018
I428,Other cardiomyopathies,85,85,186,Yes,Yes,Yes,2018
I429,"Cardiomyopathy, unspecified",85,85,186,Yes,Yes,Yes,2018
I43,Cardiomyopathy in diseases classified elsewhere,85,85,186,Yes,Yes,Yes,2018
I442,"Atrioventricular block, complete",96,96,,Yes,Yes,No,2018
I462,Cardiac arrest due to underlying cardiac condition,84,84,,Yes,Yes,No,2018
I468,Cardiac arrest due to other underlying condition,84,84,,Yes,Yes,No,2018
I469,"Cardiac arrest, cause unspecified",84,84,,Yes,Yes,No,2018
I470,Re-entry ventricular arrhythmia,96,96,,Yes,Yes,No,2018
I471,Supraventricular tachycardia,96,96,193,Yes,Yes,Yes,2018
I472,Ventricular tachycardia,96,96,,Yes,Yes,No,2018
I479,"Paroxysmal tachycardia, unspecified",96,96,193,Yes,Yes,Yes,2018
I480,Paroxysmal atrial fibrillation,96,96,193,Yes,Yes,Yes,2018
I481,Persistent atrial fibrillation,96,96,193,Yes,Yes,Yes,2018
I482,Chronic atrial fibrillation,96,96,193,Yes,Yes,Yes,2018
I483,Typical atrial flutter,96,96,193,Yes,Yes,Yes,2018
I484,Atypical atrial flutter,96,96,193,Yes,Yes,Yes,2018
I4891,Unspecified atrial fibrillation,96,96,193,Yes,Yes,Yes,2018
I4892,Unspecified atrial flutter,96,96,193,Yes,Yes,Yes,2018
I4901,Ventricular fibrillation,84,84,,Yes,Yes,No,2018
I4902,Ventricular flutter,84,84,,Yes,Yes,No,2018
I492,Junctional premature depolarization,96,96,193,Yes,Yes,Yes,2018
I495,Sick sinus syndrome,96,96,,Yes,Yes,No,2018
I501,"Left ventricular failure, unspecified",85,85,186,Yes,Yes,Yes,2018
I5020,Unspecified systolic (congestive) heart failure,85,85,186,Yes,Yes,Yes,2018
I5021,Acute systolic (congestive) heart failure,85,85,186,Yes,Yes,Yes,2018
I5022,Chronic systolic (congestive) heart failure,85,85,186,Yes,Yes,Yes,2018
I5023,Acute on chronic systolic (congestive) heart failure,85,85,186,Yes,Yes,Yes,2018
I5030,Unspecified diastolic (congestive) heart failure,85,85,186,Yes,Yes,Yes,2018
I5031,Acute diastolic (congestive) heart failure,85,85,186,Yes,Yes,Yes,2018
I5032,Chronic diastolic (congestive) heart failure,85,85,186,Yes,Yes,Yes,2018
I5033,Acute on chronic diastolic (congestive) heart failure,85,85,186,Yes,Yes,Yes,2018
I5040,Unspecified combined systolic (congestive) and diastolic (congestive) heart failure,85,85,186,Yes,Yes,Yes,2018
I5041,Acute combined systolic (congestive) and diastolic (congestive) heart failure,85,85,186,Yes,Yes,Yes,2018
I5042,Chronic combined systolic (congestive) and diastolic (congestive) heart failure,85,85,186,Yes,Yes,Yes,2018
I5043,Acute on chronic combined systolic (congestive) and diastolic (congestive) heart failure,85,85,186,Yes,Yes,Yes,2018
I50810,"Right heart failure, unspecified",85,85,186,Yes,Yes,Yes,2018
I50811,Acute right heart failure,85,85,186,Yes,Yes,Yes,2018
I50812,Chronic right heart failure,85,85,186,Yes,Yes,Yes,2018
I50813,Acute on chronic right heart failure,85,85,186,Yes,Yes,Yes,2018
I50814,Right heart failure due to left heart failure,85,85,186,Yes,Yes,Yes,2018
I5082,Biventricular heart failure,85,85,186,Yes,Yes,Yes,2018
I5083,High output heart failure,85,85,186,Yes,Yes,Yes,2018
I5084,End stage heart failure,85,85,186,Yes,Yes,Yes,2018
I5089,Other heart failure,85,85,186,Yes,Yes,Yes,2018
I509,"Heart failure, unspecified",85,85,186,Yes,Yes,Yes,2018
I511,"Rupture of chordae tendineae, not elsewhere classified",86,86,188,Yes,Yes,Yes,2018
I512,"Rupture of papillary muscle, not elsewhere classified",86,86,188,Yes,Yes,Yes,2018
I514,"Myocarditis, unspecified",85,85,186,Yes,Yes,Yes,2018
I515,Myocardial degeneration,85,85,186,Yes,Yes,Yes,2018
I6000,Nontraumatic subarachnoid hemorrhage from unspecified carotid siphon and bifurcation,99,99,,Yes,Yes,No,2018
I6001,Nontraumatic subarachnoid hemorrhage from right carotid siphon and bifurcation,99,99,,Yes,Yes,No,2018
I6002,Nontraumatic subarachnoid hemorrhage from left carotid siphon and bifurcation,99,99,,Yes,Yes,No,2018
I6010,Nontraumatic subarachnoid hemorrhage from unspecified middle cerebral artery,99,99,,Yes,Yes,No,2018
I6011,Nontraumatic subarachnoid hemorrhage from right middle cerebral artery,99,99,,Yes,Yes,No,2018
I6012,Nontraumatic subarachnoid hemorrhage from left middle cerebral artery,99,99,,Yes,Yes,No,2018
I602,Nontraumatic subarachnoid hemorrhage from anterior communicating artery,99,99,,Yes,Yes,No,2018
I6030,Nontraumatic subarachnoid hemorrhage from unspecified posterior communicating artery,99,99,,Yes,Yes,No,2018
I6031,Nontraumatic subarachnoid hemorrhage from right posterior communicating artery,99,99,,Yes,Yes,No,2018
I6032,Nontraumatic subarachnoid hemorrhage from left posterior communicating artery,99,99,,Yes,Yes,No,2018
I604,Nontraumatic subarachnoid hemorrhage from basilar artery,99,99,,Yes,Yes,No,2018
I6050,Nontraumatic subarachnoid hemorrhage from unspecified vertebral artery,99,99,,Yes,Yes,No,2018
I6051,Nontraumatic subarachnoid hemorrhage from right vertebral artery,99,99,,Yes,Yes,No,2018
I6052,Nontraumatic subarachnoid hemorrhage from left vertebral artery,99,99,,Yes,Yes,No,2018
I606,Nontraumatic subarachnoid hemorrhage from other intracranial arteries,99,99,,Yes,Yes,No,2018
I607,Nontraumatic subarachnoid hemorrhage from unspecified intracranial artery,99,99,,Yes,Yes,No,2018
I608,Other nontraumatic subarachnoid hemorrhage,99,99,,Yes,Yes,No,2018
I609,"Nontraumatic subarachnoid hemorrhage, unspecified",99,99,,Yes,Yes,No,2018
I610,"Nontraumatic intracerebral hemorrhage in hemisphere, subcortical",99,99,,Yes,Yes,No,2018
I611,"Nontraumatic intracerebral hemorrhage in hemisphere, cortical",99,99,,Yes,Yes,No,2018
I612,"Nontraumatic intracerebral hemorrhage in hemisphere, unspecified",99,99,,Yes,Yes,No,2018
I613,Nontraumatic intracerebral hemorrhage in brain stem,99,99,,Yes,Yes,No,2018
I614,Nontraumatic intracerebral hemorrhage in cerebellum,99,99,,Yes,Yes,No,2018
I615,"Nontraumatic intracerebral hemorrhage, intraventricular",99,99,,Yes,Yes,No,2018
I616,"Nontraumatic intracerebral hemorrhage, multiple localized",99,99,,Yes,Yes,No,2018
I618,Other nontraumatic intracerebral hemorrhage,99,99,,Yes,Yes,No,2018
I619,"Nontraumatic intracerebral hemorrhage, unspecified",99,99,,Yes,Yes,No,2018
I6200,"Nontraumatic subdural hemorrhage, unspecified",99,99,,Yes,Yes,No,2018
I6201,Nontraumatic acute subdural hemorrhage,99,99,,Yes,Yes,No,2018
I6202,Nontraumatic subacute subdural hemorrhage,99,99,,Yes,Yes,No,2018
I6203,Nontraumatic chronic subdural hemorrhage,99,99,,Yes,Yes,No,2018
I621,Nontraumatic extradural hemorrhage,99,99,,Yes,Yes,No,2018
I629,"Nontraumatic intracranial hemorrhage, unspecified",99,99,,Yes,Yes,No,2018
I6300,Cerebral infarction due to thrombosis of unspecified precerebral artery,100,100,206,Yes,Yes,Yes,2018
I63011,Cerebral infarction due to thrombosis of right vertebral artery,100,100,206,Yes,Yes,Yes,2018
I63012,Cerebral infarction due to thrombosis of left vertebral artery,100,100,206,Yes,Yes,Yes,2018
I63013,Cerebral infarction due to thrombosis of bilateral vertebral arteries,100,100,206,Yes,Yes,Yes,2018
I63019,Cerebral infarction due to thrombosis of unspecified vertebral artery,100,100,206,Yes,Yes,Yes,2018
I6302,Cerebral infarction due to thrombosis of basilar artery,100,100,206,Yes,Yes,Yes,2018
I63031,Cerebral infarction due to thrombosis of right carotid artery,100,100,206,Yes,Yes,Yes,2018
I63032,Cerebral infarction due to thrombosis of left carotid artery,100,100,206,Yes,Yes,Yes,2018
I63033,Cerebral infarction due to thrombosis of bilateral carotid arteries,100,100,206,Yes,Yes,Yes,2018
I63039,Cerebral infarction due to thrombosis of unspecified carotid artery,100,100,206,Yes,Yes,Yes,2018
I6309,Cerebral infarction due to thrombosis of other precerebral artery,100,100,206,Yes,Yes,Yes,2018
I6310,Cerebral infarction due to embolism of unspecified precerebral artery,100,100,206,Yes,Yes,Yes,2018
I63111,Cerebral infarction due to embolism of right vertebral artery,100,100,206,Yes,Yes,Yes,2018
I63112,Cerebral infarction due to embolism of left vertebral artery,100,100,206,Yes,Yes,Yes,2018
I63113,Cerebral infarction due to embolism of bilateral vertebral arteries,100,100,206,Yes,Yes,Yes,2018
I63119,Cerebral infarction due to embolism of unspecified vertebral artery,100,100,206,Yes,Yes,Yes,2018
I6312,Cerebral infarction due to embolism of basilar artery,100,100,206,Yes,Yes,Yes,2018
I63131,Cerebral infarction due to embolism of right carotid artery,100,100,206,Yes,Yes,Yes,2018
I63132,Cerebral infarction due to embolism of left carotid artery,100,100,206,Yes,Yes,Yes,2018
I63133,Cerebral infarction due to embolism of bilateral carotid arteries,100,100,206,Yes,Yes,Yes,2018
I63139,Cerebral infarction due to embolism of unspecified carotid artery,100,100,206,Yes,Yes,Yes,2018
I6319,Cerebral infarction due to embolism of other precerebral artery,100,100,206,Yes,Yes,Yes,2018
I6320,Cerebral infarction due to unspecified occlusion or stenosis of unspecified precerebral arteries,100,100,206,Yes,Yes,Yes,2018
I63211,Cerebral infarction due to unspecified occlusion or stenosis of right vertebral artery,100,100,206,Yes,Yes,Yes,2018
