compendium_hospital_id,ccn,hospital_name,hospital_street,hospital_city,hospital_state,hospital_zip,acutehosp_flag,health_sys_id,health_sys_name,health_sys_city,health_sys_state
CHSP00001185,451326,Chillicothe Hospital District,303 Avenue 'i',Chillicothe,TX,79225,1,,,,
CHSP00001186,36008F,Chillicothe Veterans Affairs Medical Center,17273 State Route 104,Chillicothe,OH,45601,0,,,,
CHSP00001187,310017,Chilton Medical Center,97 West Parkway,Pompton Plains,NJ,07444,1,HSI00000060,Atlantic Health System,Morristown,NJ
CHSP00001188,050407,Chinese Hospital,845 Jackson Street,San Francisco,CA,94133,1,,,,
CHSP00001189,030084,Chinle Comprehensive Health Care Facility,Highway 191,Chinle,AZ,86503,0,,,,
CHSP00001190,050586,Chino Valley Medical Center,5451 Walnut Avenue,Chino,CA,91710,1,HSI00000845,"Prime Healthcare Services, Inc",Ontario,CA
CHSP00001191,490112,Chippenham Hospital,7101 Jahnke Road,Richmond,VA,23225,1,HSI00000492,HCA,Nashville,TN
CHSP00001192,241325,Chippewa County-Montevideo Hospital,824 North 11th Street,Montevideo,MN,56265,1,HSI00000068,Avera Health,Sioux Falls,SD
CHSP00001193,521307,Chippewa Valley Hospital and Oakview Care Center,1220 Third Avenue West,Durand,WI,54736,1,HSI00000010,Adventist Health System,Altamonte Springs,FL
CHSP00001194,144038,Choate Mental Health Center,1000 North Main Street,Anna,IL,62906,0,,,,
CHSP00001195,011304,Choctaw General Hospital,401 Vanity Fair Avenue,Butler,AL,36904,1,HSI00000896,Rush Health Systems,Meridian,MS
CHSP00001196,250127,Choctaw Health Center,210 Hospital Circle,Philadelphia,MS,39350,0,,,,
CHSP00001197,370100,Choctaw Memorial Hospital,1405 East Kirk Street,Hugo,OK,74743,1,,,,
CHSP00001198,370172,Choctaw Nation Health Care Center,One Choctaw Way,Talihina,OK,74571,0,,,,
CHSP00001199,251334,Choctaw Regional Medical Center,311 West Cherry Street,Ackerman,MS,39735,1,,,,
CHSP00001201,360163,Christ Hospital,2139 Auburn Avenue,Cincinnati,OH,45219,1,HSI00001077,The Christ Hospital Health Network,Cincinnati,OH
CHSP00001202,314019,Christian Health Care Center,301 Sicomac Avenue,Wyckoff,NJ,07481,0,,,,
CHSP00001203,260180,Christian Hospital,11133 Dunn Road,Saint Louis,MO,63136,1,HSI00000070,BJC HealthCare,Saint Louis,MO
CHSP00001204,080001,Christiana Care Health System,4755 Ogletown-Stanton Road,Newark,DE,19718,1,HSI00000218,Christiana Care Health System,Wilmington,DE
CHSP00001205,,Christus Dubuis Hospital Bryan,1600 Joseph Dr Fl 2,Bryan,TX,77802,0,HSI00000152,CHRISTUS Health,Irving,TX
CHSP00001207,,Christus Highland Hospital,1453 E Bert Kouns Industrial Lo,Shreveport,LA,71105,1,HSI00000152,CHRISTUS Health,Irving,TX
CHSP00001208,450615,Christus Saint Michael Hospital Atlanta,1007 S William St,Atlanta,TX,75551,1,HSI00000152,CHRISTUS Health,Irving,TX
CHSP00001209,320087,Christus Saint Vincent Physicians Medical Center,2990 Rodeo Park Dr E,Santa Fe,NM,87505,0,HSI00000152,CHRISTUS Health,Irving,TX
CHSP00001213,,Christus Spohn Hospital South,5950 Saratoga Blvd,Corpus Christi,TX,78414,1,HSI00000152,CHRISTUS Health,Irving,TX
CHSP00001215,321308,Cibola General Hospital,1016 East Roosevelt Avenue,Grants,NM,87020,1,,,,
CHSP00001216,371307,Cimarron Memorial Hospital,100 South Ellis Street,Boise City,OK,73933,1,,,,
CHSP00001217,363300,Cincinnati Children's Hospital Medical Center,3333 Burnet Avenue Mlc 8006,Cincinnati,OH,45229,1,HSI00000224,Cincinnati Childrens Hospital Medical Center,Cincinnati,OH
CHSP00001220,36003F,Cincinnati Veterans Affairs Medical Center,3200 Vine Street,Cincinnati,OH,45220,0,,,,
CHSP00001221,104024,Circles of Care,400 East Sheridan Road,Melbourne,FL,32901,0,,,,
CHSP00001223,010101,Citizens Baptist Medical Center,604 Stone Avenue,Talladega,AL,35160,1,HSI00001066,Tenet Healthcare Corporation,Dallas,TX
CHSP00001224,171362,Citizens Medical Center,100 East College Drive,Colby,KS,67701,1,,,,
CHSP00001225,190184,Citizens Medical Center,7939 U S Highway 165,Columbia,LA,71418,1,,,,
CHSP00001226,450023,Citizens Medical Center,2701 Hospital Drive,Victoria,TX,77901,1,,,,
CHSP00001227,260195,Citizens Memorial Hospital,1500 North Oakland Avenue,Bolivar,MO,65613,1,HSI00000225,Citizens Memorial Healthcare,Bolivar,MO
CHSP00001229,100023,Citrus Memorial Health System,502 West Highland Boulevard,Inverness,FL,34452,1,HSI00000492,HCA,Nashville,TN
CHSP00001230,,Citrus Valley Med Ctr Intercomm,210 W San Bernardino Rd,Covina,CA,91723,1,,,,
CHSP00001231,050369,Citrus Valley Medical Center Queen of the Valley Campus,1115 S Sunset Ave,West Covina,CA,91790,1,,,,
CHSP00001232,050382,Citrus Valley Medical Center-Inter Community Campus,210 West San Bernadino Road,Covina,CA,91723,1,,,,
CHSP00001233,050146,City of Hope's Helford Clinical Research Hospital,1500 East Duarte Road,Duarte,CA,91010,1,,,,
CHSP00001234,251320,Claiborne County Medical Center,123 Mccomb Avenue,Port Gibson,MS,39150,1,,,,
CHSP00001235,440057,Claiborne Medical Center,1850 Old Knoxville Road,Tazewell,TN,37879,1,HSI00000286,Covenant Health,Knoxville,TN
CHSP00001236,190114,Claiborne Memorial Medical Center,620 East College Street,Homer,LA,71040,1,,,,
CHSP00001237,171333,Clara Barton Hospital,250 West Ninth Street,Hoisington,KS,67544,1,,,,
CHSP00001238,310009,Clara Maass Medical Center,One Clara Maass Drive,Belleville,NJ,07109,1,HSI00000863,RWJBarnabas Health,West Orange,NJ
CHSP00001239,370173,Claremore Indian Hospital,101 South Moore Avenue,Claremore,OK,74017,0,,,,
CHSP00001240,,Clarinda Mental Health Inst,1800 N 16th St # 1,Clarinda,IA,51632,0,,,,
CHSP00001241,161352,Clarinda Regional Health Center,220 Essie Davison Drive,Clarinda,IA,51632,1,HSI00001106,Trinity Health,Livonia,MI
CHSP00001242,390093,Clarion Hospital,One Hospital Drive,Clarion,PA,16214,1,,,,
CHSP00001243,394043,Clarion Psychiatric Center,2 Hospital Drive,Clarion,PA,16214,0,HSI00001148,"Universal Health Services, Inc",Norristown,PA
CHSP00001244,,Clarity Child Guidance Center,8535 Tom Slick,San Antonio,TX,78229,0,,,,
CHSP00001245,271323,Clark Fork Valley Hospital,10 Kruger Road,Plains,MT,59859,1,HSI00000852,Providence Health and Services,Renton,WA
CHSP00001246,150009,Clark Memorial Hospital,1220 Missouri Avenue,Jeffersonville,IN,47130,1,HSI00000584,LifePoint Health,Brentwood,TN
CHSP00001247,180092,Clark Regional Medical Center,175 Hospital Drive,Winchester,KY,40391,1,HSI00000584,LifePoint Health,Brentwood,TN
CHSP00001248,161348,Clarke County Hospital,800 South Fillmore Street,Osceola,IA,50213,1,HSI00001146,UnityPoint Health,West Des Moines,IA
CHSP00001249,394012,Clarks Summit State Hospital,1451 Hillside Drive,Clarks Summit,PA,18411,0,,,,
CHSP00001250,330211,Claxton-Hepburn Medical Center,214 King Street,Ogdensburg,NY,13669,1,,,,
CHSP00001251,141351,Clay County Hospital,911 Stacy Burk Drive,Flora,IL,62839,1,HSI00000902,SSM Health,Saint Louis,MO
CHSP00001252,010073,Clay County Hospital,83825 Highway 9,Ashland,AL,36251,1,,,,
CHSP00001253,171371,Clay County Medical Center,617 Liberty Street,Clay Center,KS,67432,1,,,,
CHSP00001254,451362,Clay County Memorial Hospital,310 West South Street,Henrietta,TX,76365,1,,,,
CHSP00001255,,Clear Brook Lodge,890 Bethel Road,Shickshinny,PA,18655,0,,,,
CHSP00001256,,Clear Brook Manor,1100 E Northampton St,Wilkes Barre,PA,18706,0,,,,
CHSP00001258,450617,Clear Lake Regional Medical  Center,500 Medical Center Boulevard,Webster,TX,77598,1,HSI00000492,HCA,Nashville,TN
CHSP00001260,110046,Clearview Regional Medical Center,2151 West Spring Street,Monroe,GA,30655,1,,,,
CHSP00001261,131320,Clearwater Valley Hospital and Clinics,301 Cedar,Orofino,ID,83544,1,HSI00000350,Essentia Health,Duluth,MN
CHSP00001262,52003F,Clement J. Zablocki Veterans Affairs Medical Center,5000 West National Avenue,Milwaukee,WI,53295,0,,,,
CHSP00001263,371320,Cleveland Area Hospital,1401 West Pawnee Street,Cleveland,OK,74020,1,,,,
CHSP00001264,360180,Cleveland Clinic,9500 Euclid Avenue,Cleveland,OH,44195,1,HSI00001078,The Cleveland Clinic Health System,Cleveland,OH
CHSP00001265,363304,Cleveland Clinic Children's Hospital for Rehabilitation,2801 Martin Luther King Jr Drive,Cleveland,OH,44104,1,HSI00001078,The Cleveland Clinic Health System,Cleveland,OH
CHSP00001267,360077,Cleveland Clinic Fairview Hospital,18101 Lorain Avenue,Cleveland,OH,44111,1,HSI00001078,The Cleveland Clinic Health System,Cleveland,OH
CHSP00001268,100289,Cleveland Clinic Florida,2950 Cleveland Clinic Boulevard,Weston,FL,33331,1,HSI00001078,The Cleveland Clinic Health System,Cleveland,OH
CHSP00001269,,Cleveland Clinic Rehabilitation Hospital,33355 Health Campus Boulevard,Avon,OH,44011,0,,,,
CHSP00001270,360091,"Cleveland Clinic, Medina Hospital",1000 East Washington Street,Medina,OH,44256,1,HSI00001078,The Cleveland Clinic Health System,Cleveland,OH
CHSP00001272,340021,Cleveland Regional Medical Center,201 East Grover Street,Shelby,NC,28150,1,HSI00000173,Carolinas HealthCare System,Charlotte,NC
CHSP00001273,330265,Clifton Springs Hospital and Clinic,2 Coulter Road,Clifton Springs,NY,14432,1,HSI00000889,Rochester Regional Health System,Rochester,NY
CHSP00001274,,Clifton T. Perkins Hospital Center,8450 Dorsey Run Road,Jessup,MD,20794,0,,,,
CHSP00001275,331307,Clifton-Fine Hospital,1014 Oswegatchie Trail,Star Lake,NY,13690,1,,,,
CHSP00001276,111308,Clinch Memorial Hospital,1050 Valdosta Highway,Homerville,GA,31634,1,HSI00000999,South Georgia Health System,Valdosta,GA
CHSP00001277,490060,Clinch Valley Medical Center,6801 Governor G C Peery Highway,Richlands,VA,24641,1,HSI00000584,LifePoint Health,Brentwood,TN
CHSP00001279,220058,Clinton Hospital,201 Highland Street,Clinton,MA,01510,1,HSI00001122,UMass Memorial Health Care,Worcester,MA
CHSP00001280,360175,Clinton Memorial Hospital,610 West Main Street,Wilmington,OH,45177,1,HSI00000862,RCCH HealthCare Partners,Brentwood,TN
CHSP00001281,171349,Cloud County Health Center,1100 Highland Drive,Concordia,KS,66901,1,HSI00000948,"Salina Regional Health Center, Inc",Salina,KS
CHSP00001282,050492,Clovis Community Medical Center,2755 Herndon Avenue,Clovis,CA,93611,1,HSI00000253,Community Medical Centers,Clovis,CA
CHSP00001283,371319,Coal County General Hospital,6 North Covington Street,Coalgate,OK,74538,1,,,,
CHSP00001284,050397,Coalinga Regional Medical Center,1191 Phelps Avenue,Coalinga,CA,93210,1,,,,
CHSP00001285,050771,Coast Plaza Hospital,13100 Studebaker Road,Norwalk,CA,90650,1,HSI00000067,Avanti Hospitals,El Segundo,CA
CHSP00001287,420101,Coastal Carolina Hospital,1000 Medical Center Drive,Hardeeville,SC,29927,1,HSI00001066,Tenet Healthcare Corporation,Dallas,TX
CHSP00001289,114008,Coastal Harbor Treatment Center,1150 Cornell Avenue,Savannah,GA,31406,0,HSI00001148,"Universal Health Services, Inc",Norristown,PA
CHSP00001291,39004F,Coatesville Veterans Affairs Medical Center,1400 Black Horse Hill Road,Coatesville,PA,19320,0,,,,
CHSP00001292,330268,Cobleskill Regional Hospital,178 Grandview Drive,Cobleskill,NY,12043,1,HSI00000087,Bassett Healthcare Network,Cooperstown,NY
CHSP00001293,031314,Cobre Valley Regional Medical Center,5880 South Hospital Drive,Globe,AZ,85501,1,,,,
CHSP00001294,451366,Cochran Memorial Hospital,201 East Grant Street,Morton,TX,79346,1,,,,
CHSP00001295,110089,Coffee Regional Medical Center,1101 Ocilla Road,Douglas,GA,31533,1,,,,
CHSP00001296,170094,Coffey County Hospital,801 North 4th Street,Burlington,KS,66839,1,,,,
CHSP00001297,170145,Coffeyville Regional Medical Center,1400 West Fourth,Coffeyville,KS,67337,1,,,,
CHSP00001298,450073,Cogdell Memorial Hospital,1700 Cogdell Boulevard,Snyder,TX,79549,1,,,,
CHSP00001300,391313,Cole Memorial,1001 East Second Street,Coudersport,PA,16915,1,,,,
CHSP00001301,451347,Coleman County Medical Center,310 South Pecos Street,Coleman,TX,76834,1,,,,
CHSP00001302,,Coliseum Center For Behvrl Hlth,340 Hosp Dr,Macon,GA,31217,0,HSI00000492,HCA,Nashville,TN
CHSP00001303,110164,Coliseum Medical Centers,350 Hospital Drive,Macon,GA,31217,1,HSI00000492,HCA,Nashville,TN
CHSP00001304,110201,Coliseum Northside Hospital,400 Charter Boulevard,Macon,GA,31210,1,HSI00000492,HCA,Nashville,TN
CHSP00001305,054055,College Hospital Cerritos,10802 College Place,Cerritos,CA,90703,0,,,,
CHSP00001306,050543,College Hospital Costa Mesa,301 Victoria Street,Costa Mesa,CA,92627,0,,,,
CHSP00001307,050776,College Medical Center,2776 Pacific Avenue,Long Beach,CA,90806,1,,,,
CHSP00001308,450299,College Station Medical Center,1604 Rock Prairie Road,College Station,TX,77845,1,HSI00000249,"Community Health Systems, Inc",Franklin,TN
CHSP00001309,420030,Colleton Medical Center,501 Robertson Boulevard,Walterboro,SC,29488,1,HSI00000492,HCA,Nashville,TN
CHSP00001310,451355,Collingsworth General Hospital,1013 15th Street,Wellington,TX,79095,1,,,,
CHSP00001311,,Colonel Florence A. Blanchfield Army Community Hospital,650 Joel Drive,Fort Campbell,KY,42223,0,,,,
CHSP00001312,062012,Colorado Acute Long Term Hospital,1690 North Meade Street,Denver,CO,80204,0,,,,
CHSP00001313,061302,Colorado Canyons Hospital and Medical Center,300 West Ottley Avenue,Fruita,CO,81521,1,,,,
CHSP00001314,064003,Colorado Mental Health Institute at Fort Logan,3520 West Oxford Avenue,Denver,CO,80236,0,,,,
CHSP00001315,060115,Colorado Mental Health Institute at Pueblo,1600 West 24th Street,Pueblo,CO,81003,0,,,,
CHSP00001316,060044,Colorado Plains Medical Center,1000 Lincoln Street,Fort Morgan,CO,80701,1,HSI00000584,LifePoint Health,Brentwood,TN
CHSP00001317,051323,Colorado River Medical Center,1401 Bailey Avenue,Needles,CA,92363,1,,,,
CHSP00001318,,Colorado Territorial Corrct Fac,Po Box 1010,Canon City,CO,81215,0,,,,
CHSP00001319,110105,Colquitt Regional Medical Center,3131 South Main Street,Moultrie,GA,31768,1,,,,
CHSP00001320,501317,Columbia Basin Hospital,200 Nat Washington Way,Ephrata,WA,98823,1,,,,
CHSP00001321,520195,Columbia Center,13125 North Port Washington Road,Mequon,WI,53097,1,HSI00000055,Ascension Health,Saint Louis,MO
CHSP00001322,501302,Columbia County Health System,1012 South Third Street,Dayton,WA,99328,1,,,,
CHSP00001323,330094,Columbia Memorial Hospital,71 Prospect Avenue,Hudson,NY,12534,1,HSI00000236,Columbia Memorial Hospital,Hudson,NY
CHSP00001324,381320,Columbia Memorial Hospital,2111 Exchange Street,Astoria,OR,97103,1,,,,
CHSP00001327,520051,Columbia St. Mary's Hospital Milwaukee,2301 North Lake Drive,Milwaukee,WI,53211,1,HSI00000055,Ascension Health,Saint Louis,MO
CHSP00001328,520027,Columbia St. Mary's Ozaukee Hospital,13111 North Port Washington Road,Mequon,WI,53097,1,HSI00000055,Ascension Health,Saint Louis,MO
CHSP00001329,,Columbus Behavioral Center,2223 Poshard Dr,Columbus,IN,47203,0,HSI00001148,"Universal Health Services, Inc",Norristown,PA
CHSP00001330,280111,Columbus Community Hospital,4600 38th Street,Columbus,NE,68601,1,,,,
CHSP00001331,450370,Columbus Community Hospital,110 Shult Drive,Columbus,TX,78934,1,,,,
CHSP00001332,521338,"Columbus Community Hospital, Inc.",1515 Park Avenue,Columbus,WI,53925,1,HSI00000902,SSM Health,Saint Louis,MO
CHSP00001333,340068,Columbus Regional Healthcare System,500 Jefferson Street,Whiteville,NC,28472,1,HSI00000173,Carolinas HealthCare System,Charlotte,NC
CHSP00001334,150112,Columbus Regional Hospital,2400 East 17th Street,Columbus,IN,47201,1,HSI00000240,Columbus Regional Health,Columbus,IN
CHSP00001335,112012,Columbus Specialty Hospital,616 19th Street,Columbus,GA,31901,1,HSI00000241,Columbus Regional Healthcare System,Columbus,GA
CHSP00001336,,Colusa Regional Medical Center,199 E Webster St # 1,Colusa,CA,95932,1,,,,
CHSP00001337,171312,Comanche County Hospital,202 South Frisco Street,Coldwater,KS,67029,1,,,,
CHSP00001338,451382,Comanche County Medical Center,10201 Highway 16 North,Comanche,TX,76442,1,,,,
CHSP00001339,370056,Comanche County Memorial Hospital,3401 West Gore Boulevard,Lawton,OK,73505,1,,,,
CHSP00001340,,Commonwealth Center for Children and Adolescents,1355 Richmond Road,Staunton,VA,24401,0,,,,
CHSP00001343,182005,Commonwealth Regional Specialty Hospital,"250 Park Drive, 6th Floor",Bowling Green,KY,42101,0,HSI00000244,Commonwealth Health Corporation,Bowling Green,KY
CHSP00001344,,Community Addiction Recovery,11600 State Ave,Brainerd,MN,56401,0,,,,
CHSP00001345,,Community Behavioral Health Center,7171 North Cedar Avenue,Fresno,CA,93720,0,HSI00000253,Community Medical Centers,Clovis,CA
CHSP00001346,244012,Community Behavioral Health Hospital - Alexandria,1610 8th Avenue East,Alexandria,MN,56308,0,,,,
CHSP00001347,244011,Community Behavioral Health Hospital - Annandale,400 Annandale Boulevard,Annandale,MN,55302,0,,,,
CHSP00001348,244015,Community Behavioral Health Hospital - Baxter,14241 Grand Oaks Drive,Baxter,MN,56425,0,,,,
CHSP00001349,244013,Community Behavioral Health Hospital - Fergus Falls,1801 West Alcott Avenue,Fergus Falls,MN,56537,0,,,,
CHSP00001350,244017,Community Behavioral Health Hospital - Rochester,251 Wood Lake Drive Se,Rochester,MN,55904,0,,,,
CHSP00001351,244010,Community Behavioral Health Hospital - St. Peter,2000 Klein Street,Saint Peter,MN,56082,0,,,,
CHSP00001353,194056,Community Care Hospital,1421 General Taylor Street,New Orleans,LA,70115,0,,,,
CHSP00001355,140251,Community First Medical Center,5645 West Addison Street,Chicago,IL,60634,1,HSI00000844,Presence Health,Chicago,IL
CHSP00001356,230022,Community Health Center of Branch County,274 East Chicago Street,Coldwater,MI,49036,1,,,,
CHSP00001357,171354,Community HealthCare System,120 West Eighth Street,Onaga,KS,66521,1,,,,
CHSP00001360,,Community Heart & Vascular Hosp,8075 N Shadeland Ave # 330,Indianapolis,IN,46250,1,HSI00000248,"Community Health Network, Inc",Indianapolis,IN
CHSP00001361,150154,Community Heart and Vascular Hospital,8075 N Shadeland Ave,Indianapolis,IN,46250,0,HSI00000248,"Community Health Network, Inc",Indianapolis,IN
CHSP00001362,150125,Community Hospital,901 Macarthur Boulevard,Munster,IN,46321,1,HSI00000246,"Community Foundation of Northwest Indiana, Inc",Munster,IN
CHSP00001363,010034,Community Hospital,805 Friendship Road,Tallassee,AL,36078,1,,,,
CHSP00001364,281363,Community Hospital,1301 East 'h' Street,Mccook,NE,69001,1,,,,
CHSP00001365,370203,Community Hospital,3100 Sw 89th Street,Oklahoma City,OK,73159,1,,,,
CHSP00001366,531307,Community Hospital,2000 Campbell Drive,Torrington,WY,82240,1,HSI00000073,Banner Health,Phoenix,AZ
CHSP00001367,060054,Community Hospital,2351 G Road,Grand Junction,CO,81505,1,,,,
CHSP00001368,150074,Community Hospital East,1500 North Ritter Avenue,Indianapolis,IN,46219,1,HSI00000248,"Community Health Network, Inc",Indianapolis,IN
CHSP00001369,050727,Community Hospital Long Beach,1720 Termino Avenue,Long Beach,CA,90804,1,HSI00000658,MemorialCare Health System,Fountain Valley,CA
CHSP00001370,150169,Community Hospital North,7150 Clearvista Drive,Indianapolis,IN,46256,1,HSI00000248,"Community Health Network, Inc",Indianapolis,IN
CHSP00001373,150128,Community Hospital South,1402 East County Line Road South,Indianapolis,IN,46227,1,HSI00000248,"Community Health Network, Inc",Indianapolis,IN
CHSP00001374,271335,Community Hospital of Anaconda,401 West Pennsylvania Street,Anaconda,MT,59711,1,HSI00000852,Providence Health and Services,Renton,WA
CHSP00001375,150113,Community Hospital of Anderson & Madison County,1515 North Madison Avenue,Anderson,IN,46011,1,HSI00000248,"Community Health Network, Inc",Indianapolis,IN
CHSP00001376,151300,Community Hospital of Bremen,1020 High Road,Bremen,IN,46506,1,,,,
CHSP00001377,050091,Community Hospital of Huntington Park,2623 East Slauson Avenue,Huntington Park,CA,90255,1,HSI00000067,Avanti Hospitals,El Segundo,CA
CHSP00001378,050089,Community Hospital of San Bernardino,1805 Medical Center Drive,San Bernardino,CA,92411,1,HSI00000314,Dignity Health,San Francisco,CA
